NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
CAPZA2	1	CAPZA2	
BAAT	1	BAAT	
MRPS18A	1	MRPS18A	
AKAP6	1	AKAP6	
SLC24A2	1	SLC24A2	
SLC13A4	1	SLC13A4	
DIPK1A	1	DIPK1A	
POLRMT	1	POLRMT	
SLC22A6	1	SLC22A6	
ZCCHC12	1	ZCCHC12	
CHST12	1	CHST12	
KCNF1	1	KCNF1	
CCNG1	1	CCNG1	
ACYP2	1	ACYP2	
TLE2	1	TLE2	
PAWR	1	PAWR	
GGCT	1	GGCT	
EIF2B3	1	EIF2B3	
TNIK	1	TNIK	
SMIM24	1	SMIM24	
DDN	1	DDN	
THPO	1	THPO	
KHK	1	KHK	
SYNPR	1	SYNPR	
SDK2	1	SDK2	
HTRA2	1	HTRA2	
HTR2B	1	HTR2B	
SCO1	1	SCO1	
RHOB	1	RHOB	
CPPED1	1	CPPED1	
KDM4B	1	KDM4B	
SERPIND1	1	SERPIND1	
AGT	1	AGT	
PSMC1	1	PSMC1	
TRIM16	1	TRIM16	
FGF14-IT1	1	FGF14-IT1	
CELA2B	1	CELA2B	
THAP3	1	THAP3	
WNT2	1	WNT2	
FEM1C	1	FEM1C	
SMYD3	1	SMYD3	
CNTNAP3	1	CNTNAP3	
ATP2C2	1	ATP2C2	
ADCYAP1	1	ADCYAP1	
MEGF10	1	MEGF10	
ZNF593	1	ZNF593	
MROH8	1	MROH8	
CFL2	1	CFL2	
TCEAL3	1	TCEAL3	
ANTXR1	1	ANTXR1	
TCEAL7	1	TCEAL7	
DNAJB4	1	DNAJB4	
GDI2	1	GDI2	
AOAH	1	AOAH	
CXCL13	1	CXCL13	
BEND6	1	BEND6	
ISLR2	1	ISLR2	
PDSS2	1	PDSS2	
ARMC10	1	ARMC10	
FYTTD1	1	FYTTD1	
ATP5F1A	1	ATP5F1A	
MAGI2	1	MAGI2	
NELFB	1	NELFB	
PTPN20	1	PTPN20	
TAFA4	1	TAFA4	
PINK1	1	PINK1	
TTC39A	1	TTC39A	
PIP4K2C	1	PIP4K2C	
MRM2	1	MRM2	
PRR13	1	PRR13	
VPS26B	1	VPS26B	
GNL1	1	GNL1	
AUNIP	1	AUNIP	
VXN	1	VXN	
FRMD4A	1	FRMD4A	
OPHN1	1	OPHN1	
ACSS1	1	ACSS1	
UBB	1	UBB	
TYMP	1	TYMP	
UBXN1	1	UBXN1	
SPDYE2	1	SPDYE2	
FRK	1	FRK	
KIF1A	1	KIF1A	
PTMS	1	PTMS	
CIRBP	1	CIRBP	
GRN	1	GRN	
TSPAN33	1	TSPAN33	
CERS4	1	CERS4	
VPS28	1	VPS28	
CD163L1	1	CD163L1	
TGFBR1	1	TGFBR1	
DHCR24	1	DHCR24	
CLEC2D	1	CLEC2D	
OR2T6	1	OR2T6	
CBFA2T3	1	CBFA2T3	
SLC35B1	1	SLC35B1	
CHRDL1	1	CHRDL1	
ACP1	1	ACP1	
AVEN	1	AVEN	
OGFRL1	1	OGFRL1	
DOC2B	1	DOC2B	
NPM3	1	NPM3	
STX19	1	STX19	
ANKEF1	1	ANKEF1	
FHL3	1	FHL3	
SCO2	1	SCO2	
ZNF717	1	ZNF717	
ERVMER34-1	1	ERVMER34-1	
RBFOX1	1	RBFOX1	
SGSM1	1	SGSM1	
MPDU1	1	MPDU1	
CATSPER2	1	CATSPER2	
CHCHD10	1	CHCHD10	
RHOBTB2	1	RHOBTB2	
LRRC47	1	LRRC47	
PLD1	1	PLD1	
CISD2	1	CISD2	
SLC41A2	1	SLC41A2	
ATP7A	1	ATP7A	
GCSH	1	GCSH	
MIEN1	1	MIEN1	
FBRSL1	1	FBRSL1	
ENG	1	ENG	
ZFAND5	1	ZFAND5	
ATP5IF1	1	ATP5IF1	
HEBP2	1	HEBP2	
TTC17	1	TTC17	
UXT	1	UXT	
DVL1	1	DVL1	
VBP1	1	VBP1	
DDX31	1	DDX31	
SGCG	1	SGCG	
ATP9B	1	ATP9B	
TRMT9B	1	TRMT9B	
VPS18	1	VPS18	
DMTN	1	DMTN	
PSPN	1	PSPN	
SNAP47	1	SNAP47	
PCSK2	1	PCSK2	
ZNF235	1	ZNF235	
MAS1	1	MAS1	
TRPC5OS	1	TRPC5OS	
CDH26	1	CDH26	
ERICH2	1	ERICH2	
ABRACL	1	ABRACL	
BHLHE22	1	BHLHE22	
CKB	1	CKB	
TMCO1	1	TMCO1	
SPAG17	1	SPAG17	
TMEM272	1	TMEM272	
STT3A	1	STT3A	
SPRED3	1	SPRED3	
COL7A1	1	COL7A1	
GADD45B	1	GADD45B	
ZNRF1	1	ZNRF1	
EIF6	1	EIF6	
AMER2	1	AMER2	
EPS8L2	1	EPS8L2	
EGR4	1	EGR4	
GLIPR1L1	1	GLIPR1L1	
IER5L	1	IER5L	
SH2D5	1	SH2D5	
FKBP1B	1	FKBP1B	
QRICH2	1	QRICH2	
FZD1	1	FZD1	
ARHGAP26	1	ARHGAP26	
VSNL1	1	VSNL1	
C14orf119	1	C14orf119	
GAB2	1	GAB2	
MAGI3	1	MAGI3	
MFSD13A	1	MFSD13A	
HMGN2	1	HMGN2	
SLC35E3	1	SLC35E3	
SHISA6	1	SHISA6	
RHEBL1	1	RHEBL1	
EFNA1	1	EFNA1	
CREB3L2	1	CREB3L2	
DNAAF9	1	C20orf194	
CSKMT	1	CSKMT	
RBM43	1	RBM43	
CAPS2	1	CAPS2	
TBR1	1	TBR1	
MRPS6	1	MRPS6	
MZT2A	1	MZT2A	
CELF3	1	CELF3	
SLC7A4	1	SLC7A4	
MAP3K14	1	MAP3K14	
CLIP1	1	CLIP1	
HSD17B10	1	HSD17B10	
H2AZ1	1	H2AFZ	
CEBPZOS	1	CEBPZOS	
RBMS3	1	RBMS3	
JADE2	1	JADE2	
PI4K2A	1	PI4K2A	
LRRD1	1	LRRD1	
RPS20	1	RPS20	
FARSA	1	FARSA	
ZNF610	1	ZNF610	
HECW1	1	HECW1	
DANT2	1	DANT2	
ORAI2	1	ORAI2	
CXXC4	1	CXXC4	
NRARP	1	NRARP	
FDFT1	1	FDFT1	
SLC7A6OS	1	SLC7A6OS	
CLASRP	1	CLASRP	
TUFM	1	TUFM	
SLK	1	SLK	
FGD4	1	FGD4	
PLXNA4	1	PLXNA4	
ASMTL	1	ASMTL	
EGFL7	1	EGFL7	
ZNG1E	1	CBWD5	
NR2F6	1	NR2F6	
PFDN4	1	PFDN4	
NCDN	1	NCDN	
CRHR2	1	CRHR2	
NFE2L3	1	NFE2L3	
KCNJ2	1	KCNJ2	
TUBB4B	1	TUBB4B	
PELI3	1	PELI3	
CYP27A1	1	CYP27A1	
MALRD1	1	MALRD1	
TMEM221	1	TMEM221	
TOMM22	1	TOMM22	
ARHGAP17	1	ARHGAP17	
PYURF	1	PYURF	
TRANK1	1	TRANK1	
FOCAD	1	FOCAD	
RASSF8	1	RASSF8	
EI24	1	EI24	
SPRN	1	SPRN	
EFCC1	1	EFCC1	
ADRB1	1	ADRB1	
SLC22A23	1	SLC22A23	
AFF3	1	AFF3	
EML2	1	EML2	
GAPDH	1	GAPDH	
ABCB9	1	ABCB9	
MRPL47	1	MRPL47	
DIRAS1	1	DIRAS1	
TMEM182	1	TMEM182	
VTI1A	1	VTI1A	
PPP1R13B	1	PPP1R13B	
NHLRC1	1	NHLRC1	
MRPS18C	1	MRPS18C	
PCA3	1	PCA3	
PECR	1	PECR	
C19orf53	1	C19orf53	
UBE2T	1	UBE2T	
LHX4	1	LHX4	
CHRM3	1	CHRM3	
DPP10	1	DPP10	
GRM5	1	GRM5	
C11orf68	1	C11orf68	
TIFA	1	TIFA	
SNRNP25	1	SNRNP25	
MEPCE	1	MEPCE	
MAPK7	1	MAPK7	
UQCC2	1	UQCC2	
ZNF718	1	ZNF718	
B4GALT2	1	B4GALT2	
ARL5B	1	ARL5B	
FBXO10	1	FBXO10	
TRIM45	1	TRIM45	
MPP4	1	MPP4	
STK38	1	STK38	
TMEM266	1	TMEM266	
NDUFAF4	1	NDUFAF4	
MYO6	1	MYO6	
NFATC2	1	NFATC2	
MNS1	1	MNS1	
MDGA2	1	MDGA2	
NDUFAF3	1	NDUFAF3	
RGCC	1	RGCC	
SLC47A2	1	SLC47A2	
SNAPC2	1	SNAPC2	
DUSP28	1	DUSP28	
CPB2	1	CPB2	
PUF60	1	PUF60	
CHP1	1	CHP1	
OTUD7B	1	OTUD7B	
RBMS1	1	RBMS1	
MRPS12	1	MRPS12	
DNAI3	1	WDR63	
ERAP2	1	ERAP2	
BVES	1	BVES	
ANKMY1	1	ANKMY1	
RBM3	1	RBM3	
TMEM205	1	TMEM205	
PAIP2B	1	PAIP2B	
SLC22A10	1	SLC22A10	
IGDCC4	1	IGDCC4	
SELENOH	1	SELENOH	
BCAS3	1	BCAS3	
DCLK3	1	DCLK3	
LAMB3	1	LAMB3	
HS6ST2	1	HS6ST2	
FABP7	1	FABP7	
OR9Q1	1	OR9Q1	
GLI4	1	GLI4	
LPAR6	1	LPAR6	
PRKCE	1	PRKCE	
TUSC7	1	TUSC7	
ZBTB9	1	ZBTB9	
WDR27	1	WDR27	
NDRG4	1	NDRG4	
KLHL13	1	KLHL13	
TBL1X	1	TBL1X	
IL15RA	1	IL15RA	
NBPF3	1	NBPF3	
SH3BP1	1	SH3BP1	
PRICKLE1	1	PRICKLE1	
ANO6	1	ANO6	
SMIM19	1	SMIM19	
MYLK4	1	MYLK4	
MRPS18B	1	MRPS18B	
NDUFB5	1	NDUFB5	
ATP6V1F	1	ATP6V1F	
ALYREF	1	ALYREF	
CANT1	1	CANT1	
SFSWAP	1	SFSWAP	
XRCC3	1	XRCC3	
GALNT13	1	GALNT13	
HELB	1	HELB	
EEFSEC	1	EEFSEC	
SRRM3	1	SRRM3	
COL24A1	1	COL24A1	
SLC8A1	1	SLC8A1	
BAG3	1	BAG3	
LTBP1	1	LTBP1	
FBXO2	1	FBXO2	
HSPBP1	1	HSPBP1	
PRDX2	1	PRDX2	
HAX1	1	HAX1	
ITGBL1	1	ITGBL1	
DSCAM	1	DSCAM	
RTF2	1	RTF2	
CRADD	1	CRADD	
TUBB3	1	TUBB3	
ENKUR	1	ENKUR	
GASK1A	1	GASK1A	
ADGRG1	1	ADGRG1	
GMPPB	1	GMPPB	
SLC26A5	1	SLC26A5	
NELL1	1	NELL1	
CLEC11A	1	CLEC11A	
CHODL	1	CHODL	
CDKN2AIPNL	1	CDKN2AIPNL	
GPAT3	1	GPAT3	
FBXL17	1	FBXL17	
CUX1	1	CUX1	
TMEM214	1	TMEM214	
TPGS1	1	TPGS1	
CDK16	1	CDK16	
CDK5R2	1	CDK5R2	
SH2D3C	1	SH2D3C	
PJA1	1	PJA1	
CDK9	1	CDK9	
UBE2L6	1	UBE2L6	
IFIH1	1	IFIH1	
HIVEP2	1	HIVEP2	
NDUFB9	1	NDUFB9	
RNF167	1	RNF167	
SLC35C2	1	SLC35C2	
CCDC30	1	CCDC30	
AGBL5	1	AGBL5	
SEL1L2	1	SEL1L2	
VGF	1	VGF	
CYP20A1	1	CYP20A1	
TMEM200C	1	TMEM200C	
KCNA2	1	KCNA2	
NDUFC2	1	NDUFC2	
KCNT2	1	KCNT2	
NEFH	1	NEFH	
PSMA4	1	PSMA4	
ATF7	1	ATF7	
C1QL2	1	C1QL2	
CDC37	1	CDC37	
SRXN1	1	SRXN1	
APOL2	1	APOL2	
OTUD7A	1	OTUD7A	
WDR88	1	WDR88	
SNX21	1	SNX21	
GLYAT	1	GLYAT	
PEX10	1	PEX10	
SYCP2L	1	SYCP2L	
IMP4	1	IMP4	
IL7	1	IL7	
FN3KRP	1	FN3KRP	
PTPA	1	PTPA	
TTLL1	1	TTLL1	
BCL7C	1	BCL7C	
DDX54	1	DDX54	
RAB3IP	1	RAB3IP	
PCCA	1	PCCA	
KCNIP1	1	KCNIP1	
STARD9	1	STARD9	
EPN3	1	EPN3	
TMEM121	1	TMEM121	
QPRT	1	QPRT	
VSTM2L	1	VSTM2L	
CPEB2-DT	1	CPEB2-DT	
PFKL	1	PFKL	
TMEM38B	1	TMEM38B	
DRAIC	1	DRAIC	
PRICKLE2	1	PRICKLE2	
MUC12	1	MUC12	
ZNF630	1	ZNF630	
JAZF1	1	JAZF1	
COL26A1	1	COL26A1	
CPVL	1	CPVL	
LYRM2	1	LYRM2	
RNLS	1	RNLS	
ARPC4	1	ARPC4	
PARK7	1	PARK7	
TTC7A	1	TTC7A	
SCGB2B2	1	SCGB2B2	
SPTBN4	1	SPTBN4	
TMPRSS11A	1	TMPRSS11A	
TLCD3A	1	TLCD3A	
BRMS1	1	BRMS1	
RABL3	1	RABL3	
DLG5	1	DLG5	
PCED1B	1	PCED1B	
DCC	1	DCC	
MRPL42	1	MRPL42	
TTYH1	1	TTYH1	
ILVBL	1	ILVBL	
NAA20	1	NAA20	
MRPL27	1	MRPL27	
ACBD6	1	ACBD6	
LMOD3	1	LMOD3	
AIRE	1	AIRE	
CKMT2	1	CKMT2	
VCPIP1	1	VCPIP1	
COA8	1	COA8	
KCNK10	1	KCNK10	
ABCC12	1	ABCC12	
ZNF66	1	ZNF66	
SNHG19	1	SNHG19	
SAMD12	1	SAMD12	
ANKRD10-IT1	1	ANKRD10-IT1	
CDC42EP2	1	CDC42EP2	
ZC3H12C	1	ZC3H12C	
LURAP1L	1	LURAP1L	
APEX1	1	APEX1	
ZMYM1	1	ZMYM1	
MIEF2	1	MIEF2	
CHST9	1	CHST9	
GABPB2	1	GABPB2	
GRSF1	1	GRSF1	
TMEM213	1	TMEM213	
FGFBP3	1	FGFBP3	
NEK7	1	NEK7	
SLC45A4	1	SLC45A4	
AGBL4	1	AGBL4	
MRPL14	1	MRPL14	
PNRC1	1	PNRC1	
GPR6	1	GPR6	
PEX5L	1	PEX5L	
SHB	1	SHB	
MLXIPL	1	MLXIPL	
TUBB4A	1	TUBB4A	
RGS20	1	RGS20	
CCDC71	1	CCDC71	
RNASEK	1	RNASEK	
GPC6	1	GPC6	
NUBP2	1	NUBP2	
FRMD6	1	FRMD6	
NARS2	1	NARS2	
NALF1	1	FAM155A	
KCNV1	1	KCNV1	
PDPN	1	PDPN	
RTL9	1	RTL9	
EIF1B	1	EIF1B	
CFAP97D2	1	CFAP97D2	
RGS14	1	RGS14	
LYSET	1	TMEM251	
OTUB1	1	OTUB1	
PAFAH2	1	PAFAH2	
TRIM5	1	TRIM5	
PELI2	1	PELI2	
POLE3	1	POLE3	
LAGE3	1	LAGE3	
ACAD11	1	ACAD11	
VASH1	1	VASH1	
TNFSF4	1	TNFSF4	
TECTA	1	TECTA	
NXNL2	1	NXNL2	
VPS13A	1	VPS13A	
RBM8A	1	RBM8A	
OLFML2A	1	OLFML2A	
STK32C	1	STK32C	
TTC33	1	TTC33	
TMEM241	1	TMEM241	
SLC22A1	1	SLC22A1	
NSD1	1	NSD1	
RAB11FIP3	1	RAB11FIP3	
MRPS17	1	MRPS17	
LRWD1	1	LRWD1	
LCN15	1	LCN15	
BEX5	1	BEX5	
JCAD	1	JCAD	
TAOK3	1	TAOK3	
A2ML1	1	A2ML1	
LRRC59	1	LRRC59	
CHURC1	1	CHURC1	
PPAN	1	PPAN	
STK40	1	STK40	
CD53	1	CD53	
DOCK6	1	DOCK6	
NACC1	1	NACC1	
E2F1	1	E2F1	
CENPW	1	CENPW	
STK33	1	STK33	
BOLA3	1	BOLA3	
PDC	1	PDC	
DDB1	1	DDB1	
HSD17B13	1	HSD17B13	
MYH7B	1	MYH7B	
TDRD9	1	TDRD9	
F8A1	1	F8A1	
GNA15	1	GNA15	
PP2D1	1	PP2D1	
GLIS3	1	GLIS3	
DNAJB11	1	DNAJB11	
YDJC	1	YDJC	
OLFM3	1	OLFM3	
RSKR	1	RSKR	
PCDH12	1	PCDH12	
BCAR3	1	BCAR3	
REEP6	1	REEP6	
VWA8	1	VWA8	
CDKN3	1	CDKN3	
EGR1	1	EGR1	
CPEB3	1	CPEB3	
CAMK1D	1	CAMK1D	
CTTNBP2	1	CTTNBP2	
FCRLB	1	FCRLB	
PPTC7	1	PPTC7	
STK3	1	STK3	
LZTS1	1	LZTS1	
NRBF2	1	NRBF2	
AHSA1	1	AHSA1	
KCTD10	1	KCTD10	
GRK2	1	GRK2	
CSNKA2IP	1	CSNKA2IP	
RTP1	1	RTP1	
SLC39A7	1	SLC39A7	
KXD1	1	KXD1	
MAD2L2	1	MAD2L2	
UBALD1	1	UBALD1	
IGSF8	1	IGSF8	
SPACA6	1	SPACA6	
TMEM258	1	TMEM258	
TBC1D4	1	TBC1D4	
RBM22	1	RBM22	
MYPOP	1	MYPOP	
ZNF721	1	ZNF721	
TSBP1	1	TSBP1	
SPSB4	1	SPSB4	
MON1A	1	MON1A	
PDZD9	1	PDZD9	
ZNF703	1	ZNF703	
RPL3	1	RPL3	
PADI2	1	PADI2	
MAST2	1	MAST2	
ARMC6	1	ARMC6	
SCN3A	1	SCN3A	
PILRA	1	PILRA	
FMNL1	1	FMNL1	
ASPN	1	ASPN	
PTK2	1	PTK2	
ADCY9	1	ADCY9	
ATP5F1D	1	ATP5F1D	
LRBA	1	LRBA	
CDK8	1	CDK8	
ZNF707	1	ZNF707	
TMEM44	1	TMEM44	
DDIT4	1	DDIT4	
TLE3	1	TLE3	
FAP	1	FAP	
SLC25A38	1	SLC25A38	
FRMD8	1	FRMD8	
NRG2	1	NRG2	
EMC1	1	EMC1	
ANGPT2	1	ANGPT2	
PIN1	1	PIN1	
RPS6KA2	1	RPS6KA2	
CHMP7	1	CHMP7	
CAV3	1	CAV3	
ARL4D	1	ARL4D	
KIF5A	1	KIF5A	
LDAF1	1	TMEM159	
PCNA	1	PCNA	
ZBTB45	1	ZBTB45	
HCG20	1	HCG20	
RPL13A	1	RPL13A	
TBCE	1	TBCE	
LIMS1	1	LIMS1	
PTRH1	1	PTRH1	
TMEM147	1	TMEM147	
RRH	1	RRH	
CADPS	1	CADPS	
SMIM18	1	SMIM18	
ZNF423	1	ZNF423	
LARS2	1	LARS2	
KLK7	1	KLK7	
SPOCK1	1	SPOCK1	
EIF5A	1	EIF5A	
DIP2B	1	DIP2B	
RNF212B	1	RNF212B	
TIGAR	1	TIGAR	
CLDN20	1	CLDN20	
ISCU	1	ISCU	
TMED2	1	TMED2	
CCNQ	1	CCNQ	
SLC38A8	1	SLC38A8	
CCDC142	1	CCDC142	
CDH18	1	CDH18	
HEXIM2	1	HEXIM2	
WDR70	1	WDR70	
AIRIM	1	C1orf109	
DLL3	1	DLL3	
SH2D4A	1	SH2D4A	
COMMD3	1	COMMD3	
TMEM151A	1	TMEM151A	
CNTD1	1	CNTD1	
ANKS1A	1	ANKS1A	
DZIP1L	1	DZIP1L	
PLA2G15	1	PLA2G15	
SLC2A3	1	SLC2A3	
LAPTM4A	1	LAPTM4A	
CFLAR	1	CFLAR	
PFKM	1	PFKM	
FHOD3	1	FHOD3	
KATNAL2	1	KATNAL2	
DOHH	1	DOHH	
ADD3	1	ADD3	
RIIAD1	1	RIIAD1	
PFN4	1	PFN4	
PHLDB1	1	PHLDB1	
RPS18	1	RPS18	
PRSS23	1	PRSS23	
NANS	1	NANS	
RAP2B	1	RAP2B	
CSRNP1	1	CSRNP1	
RPL4	1	RPL4	
LGALS1	1	LGALS1	
APC2	1	APC2	
ELOF1	1	ELOF1	
MED16	1	MED16	
EFCAB2	1	EFCAB2	
TSPAN9	1	TSPAN9	
NEK1	1	NEK1	
GULP1	1	GULP1	
PDHB	1	PDHB	
RBM33	1	RBM33	
DGKB	1	DGKB	
ENTPD6	1	ENTPD6	
ITPR2	1	ITPR2	
MYOT	1	MYOT	
ZNF609	1	ZNF609	
ODAD3	1	CCDC151	
EVI5	1	EVI5	
IGFBP5	1	IGFBP5	
RPS29	1	RPS29	
PRB1	1	PRB1	
BDNF	1	BDNF	
FASN	1	FASN	
LYSMD2	1	LYSMD2	
DMAC2	1	DMAC2	
DDX23	1	DDX23	
SPECC1	1	SPECC1	
RASSF3	1	RASSF3	
PTPRE	1	PTPRE	
PLEKHH2	1	PLEKHH2	
ATXN1	1	ATXN1	
TSHZ1	1	TSHZ1	
FAM89B	1	FAM89B	
GABARAP	1	GABARAP	
GAL3ST1	1	GAL3ST1	
CDKN2AIP	1	CDKN2AIP	
PLK3	1	PLK3	
IFI27L2	1	IFI27L2	
C12orf60	1	C12orf60	
TMED7	1	TMED7	
FOXJ2	1	FOXJ2	
TJP1	1	TJP1	
JMJD1C	1	JMJD1C	
CINP	1	CINP	
SUN2	1	SUN2	
CEBPA	1	CEBPA	
SMARCC1	1	SMARCC1	
ZBTB22	1	ZBTB22	
CYB5D1	1	CYB5D1	
SURF2	1	SURF2	
GABRD	1	GABRD	
KCND2	1	KCND2	
ASGR2	1	ASGR2	
MAP7D1	1	MAP7D1	
ADORA2A	1	ADORA2A	
FBXW9	1	FBXW9	
PNPO	1	PNPO	
NBL1	1	NBL1	
CDKN2C	1	CDKN2C	
TMPRSS9	1	TMPRSS9	
EMG1	1	EMG1	
FAM131C	1	FAM131C	
WWTR1	1	WWTR1	
LPP	1	LPP	
FMC1	1	FMC1	
DZIP1	1	DZIP1	
PIP5K1B	1	PIP5K1B	
RASL10A	1	RASL10A	
TESK2	1	TESK2	
EBF3	1	EBF3	
RAPGEF3	1	RAPGEF3	
ST6GALNAC5	1	ST6GALNAC5	
TACC3	1	TACC3	
NAV3	1	NAV3	
AHRR	1	AHRR	
CENPX	1	CENPX	
ANKRD20A3P	1	ANKRD20A3	
HEPACAM	1	HEPACAM	
AMOTL1	1	AMOTL1	
SLA2	1	SLA2	
STX1A	1	STX1A	
NDUFA4	1	NDUFA4	
PDE5A	1	PDE5A	
LHFPL6	1	LHFPL6	
GDF11	1	GDF11	
MSRB3	1	MSRB3	
RAD51B	1	RAD51B	
SLC2A12	1	SLC2A12	
UST	1	UST	
ZHX3	1	ZHX3	
GPR135	1	GPR135	
TP53I11	1	TP53I11	
LY6S-AS1	1	C8orf31	
ALG3	1	ALG3	
JOSD2	1	JOSD2	
ARID3A	1	ARID3A	
PRKACA	1	PRKACA	
YJEFN3	1	YJEFN3	
ATF1	1	ATF1	
ARHGAP19	1	ARHGAP19	
ANXA5	1	ANXA5	
NOTCH4	1	NOTCH4	
COX8A	1	COX8A	
SOS1	1	SOS1	
GRM8	1	GRM8	
ADAM28	1	ADAM28	
ZNF513	1	ZNF513	
PRR7	1	PRR7	
SYCP2	1	SYCP2	
BZW1	1	BZW1	
ZNF267	1	ZNF267	
UQCRB	1	UQCRB	
ZBTB32	1	ZBTB32	
RTL1	1	RTL1	
DIRC3	1	DIRC3	
PDE7A	1	PDE7A	
ZNF785	1	ZNF785	
P4HA1	1	P4HA1	
RPL27	1	RPL27	
ZBTB46	1	ZBTB46	
LGI3	1	LGI3	
HYAL1	1	HYAL1	
ERGIC3	1	ERGIC3	
PXDNL	1	PXDNL	
RIPPLY2	1	RIPPLY2	
FLACC1	1	FLACC1	
PGAM5	1	PGAM5	
PAIP1	1	PAIP1	
NTM	1	NTM	
FAM185A	1	FAM185A	
VWA5B2	1	VWA5B2	
FBXL9P	1	LRRC29	
TSHR	1	TSHR	
COL18A1	1	COL18A1	
SLC25A43	1	SLC25A43	
DYNC2I1	1	WDR60	
PSME1	1	PSME1	
PNMT	1	PNMT	
EXT1	1	EXT1	
LAMA3	1	LAMA3	
ADPRS	1	ADPRHL2	
F3	1	F3	
COX6C	1	COX6C	
TBL2	1	TBL2	
CDKL4	1	CDKL4	
FJX1	1	FJX1	
C1orf56	1	C1orf56	
BCO1	1	BCO1	
TWIST1	1	TWIST1	
ZNF281	1	ZNF281	
CDHR2	1	CDHR2	
SLC16A3	1	SLC16A3	
MRPL20	1	MRPL20	
SNRPB2	1	SNRPB2	
TMEM230	1	TMEM230	
PLPPR3	1	PLPPR3	
MFSD5	1	MFSD5	
TTC9	1	TTC9	
FAT2	1	FAT2	
RILP	1	RILP	
SYNDIG1	1	SYNDIG1	
ZNF500	1	ZNF500	
MCTP1	1	MCTP1	
SFT2D1	1	SFT2D1	
KAT2B	1	KAT2B	
FICD	1	FICD	
TDO2	1	TDO2	
CCDC69	1	CCDC69	
ZNF133	1	ZNF133	
MATR3	1	MATR3	
ERP29	1	ERP29	
UBFD1	1	UBFD1	
MBTD1	1	MBTD1	
DECR2	1	DECR2	
ACTR2	1	ACTR2	
CCDC9	1	CCDC9	
RDH14	1	RDH14	
COPRS	1	COPRS	
MBD1	1	MBD1	
SLC7A8	1	SLC7A8	
SMIM27	1	SMIM27	
ENPEP	1	ENPEP	
LSM10	1	LSM10	
PPP1R1A	1	PPP1R1A	
CHRM1	1	CHRM1	
KDF1	1	KDF1	
RAD18	1	RAD18	
NUCB1	1	NUCB1	
SPAG16	1	SPAG16	
SLC1A6	1	SLC1A6	
ZNF586	1	ZNF586	
COBLL1	1	COBLL1	
EXPH5	1	EXPH5	
FGF17	1	FGF17	
NPDC1	1	NPDC1	
REX1BD	1	REX1BD	
BATF3	1	BATF3	
CUBN	1	CUBN	
CYB5R1	1	CYB5R1	
SSR2	1	SSR2	
CNR1	1	CNR1	
SLC66A2	1	SLC66A2	
FAF1	1	FAF1	
TBC1D2B	1	TBC1D2B	
HS3ST5	1	HS3ST5	
NBEA	1	NBEA	
TRIO	1	TRIO	
CITED4	1	CITED4	
RBP4	1	RBP4	
STARD7	1	STARD7	
ZC3H3	1	ZC3H3	
KDM2B-DT	1	KDM2B-DT	
FAM136A	1	FAM136A	
NEURL2	1	NEURL2	
CYLD	1	CYLD	
KCTD3	1	KCTD3	
UNC5C	1	UNC5C	
CFAP221	1	CFAP221	
C1orf21	1	C1orf21	
GLRX2	1	GLRX2	
ZNF524	1	ZNF524	
SNHG32	1	SNHG32	
SMIM30	1	SMIM30	
SNTG1	1	SNTG1	
RAB43	1	RAB43	
PTPRK	1	PTPRK	
TSSK3	1	TSSK3	
ANKRD18B	1	ANKRD18B	
RWDD2B	1	RWDD2B	
RPS27L	1	RPS27L	
PDHA1	1	PDHA1	
PARD6A	1	PARD6A	
PLPP7	1	PLPP7	
NAV2	1	NAV2	
FHIT	1	FHIT	
DIP2C	1	DIP2C	
ERN1	1	ERN1	
RPUSD2	1	RPUSD2	
TRIM28	1	TRIM28	
ATP6V1C1	1	ATP6V1C1	
KCNH1	1	KCNH1	
SEH1L	1	SEH1L	
PDGFC	1	PDGFC	
HAP1	1	HAP1	
PRKAG2	1	PRKAG2	
CTBP1	1	CTBP1	
NPAS2	1	NPAS2	
OSBPL6	1	OSBPL6	
ACTR1A	1	ACTR1A	
STPG4	1	STPG4	
AGAP1	1	AGAP1	
DCLRE1C	1	DCLRE1C	
ORAI3	1	ORAI3	
RETSAT	1	RETSAT	
RSAD1	1	RSAD1	
PSMB3	1	PSMB3	
NEBL	1	NEBL	
TYW1B	1	TYW1B	
ATP5MG	1	ATP5MG	
ELP4	1	ELP4	
MIEF1	1	MIEF1	
MBD2	1	MBD2	
SLC10A7	1	SLC10A7	
GMDS	1	GMDS	
TTC39B	1	TTC39B	
RHOQ	1	RHOQ	
GRPEL2	1	GRPEL2	
ALPK3	1	ALPK3	
KBTBD8	1	KBTBD8	
GNG13	1	GNG13	
ZMYND19	1	ZMYND19	
MSI2	1	MSI2	
PPDPF	1	PPDPF	
IFIT3	1	IFIT3	
KLF16	1	KLF16	
ATXN2	1	ATXN2	
TSEN2	1	TSEN2	
VEGFB	1	VEGFB	
JUNB	1	JUNB	
EMSY	1	EMSY	
PPIA	1	PPIA	
SDHAF1	1	SDHAF1	
ATP5MC2	1	ATP5MC2	
ALOX5	1	ALOX5	
CCDC78	1	CCDC78	
B9D2	1	B9D2	
SPATA1	1	SPATA1	
TMEM220	1	TMEM220	
GPR156	1	GPR156	
NHSL2	1	NHSL2	
