NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
EMC10	1	EMC10	
GTF2H5	1	GTF2H5	
GALNT10	1	GALNT10	
AGPAT1	1	AGPAT1	
TMPRSS11A	1	TMPRSS11A	
NIM1K	1	NIM1K	
ALDH6A1	1	ALDH6A1	
UBE2A	1	UBE2A	
SHISAL1	1	SHISAL1	
TPRG1L	1	TPRG1L	
AZU1	1	AZU1	
N4BP3	1	N4BP3	
FAP	1	FAP	
THAP3	1	THAP3	
SLC46A3	1	SLC46A3	
C1GALT1C1	1	C1GALT1C1	
KCTD8	1	KCTD8	
TENT4B	1	TENT4B	
APBA1	1	APBA1	
GASK1A	1	GASK1A	
TYRO3	1	TYRO3	
ANKRD18A	1	ANKRD18A	
LSM5	1	LSM5	
AHSA1	1	AHSA1	
SNX8	1	SNX8	
ZNG1A	1	CBWD1	
TRIOBP	1	TRIOBP	
RPL21	1	RPL21	
PRNP	1	PRNP	
NR6A1	1	NR6A1	
HIPK4	1	HIPK4	
KANK1	1	KANK1	
SLC19A3	1	SLC19A3	
ZC3H12C	1	ZC3H12C	
NACAD	1	NACAD	
RBBP5	1	RBBP5	
EFNA5	1	EFNA5	
UBE2N	1	UBE2N	
LUCAT1	1	LUCAT1	
LOH12CR2	1	LOH12CR2	
CUEDC1	1	CUEDC1	
SLC45A4	1	SLC45A4	
SLC12A5	1	SLC12A5	
DDX28	1	DDX28	
ZMYND19	1	ZMYND19	
METRNL	1	METRNL	
ZNF83	1	ZNF83	
CDH22	1	CDH22	
RGPD5	1	RGPD5	
TCP1	1	TCP1	
PRMT6	1	PRMT6	
PRDX3	1	PRDX3	
PRKAB2	1	PRKAB2	
DAB2IP	1	DAB2IP	
FIGNL2	1	FIGNL2	
GLRX5	1	GLRX5	
DNAJB11	1	DNAJB11	
CHST1	1	CHST1	
ELAVL3	1	ELAVL3	
RAD52	1	RAD52	
NPIPB11	1	NPIPB11	
FAM118A	1	FAM118A	
TRAPPC9	1	TRAPPC9	
GLYATL2	1	GLYATL2	
UBQLN2	1	UBQLN2	
SELENOT	1	SELENOT	
ETNK2	1	ETNK2	
LRFN3	1	LRFN3	
SGMS1	1	SGMS1	
RPS10	1	RPS10	
SIAH1	1	SIAH1	
UROD	1	UROD	
CDH20	1	CDH20	
RYR1	1	RYR1	
ITFG2	1	ITFG2	
MAP3K7CL	1	MAP3K7CL	
ZMYM1	1	ZMYM1	
TLE5	1	TLE5	
KLF16	1	KLF16	
CRLF3	1	CRLF3	
ANGPTL5	1	ANGPTL5	
HSD11B1L	1	HSD11B1L	
SOCS2	1	SOCS2	
TICAM2	1	TICAM2	
RUNDC3B	1	RUNDC3B	
ST8SIA3	1	ST8SIA3	
SKAP1	1	SKAP1	
ZNF586	1	ZNF586	
PDP1	1	PDP1	
BCLAF3	1	BCLAF3	
AP3B1	1	AP3B1	
MIPOL1	1	MIPOL1	
CCDC88A	1	CCDC88A	
PPTC7	1	PPTC7	
ENTPD5	1	ENTPD5	
TBC1D8	1	TBC1D8	
PAK6	1	PAK6	
CCDC148	1	CCDC148	
GPR157	1	GPR157	
TULP3	1	TULP3	
TUSC7	1	TUSC7	
PTPA	1	PTPA	
RNF144A	1	RNF144A	
NOLC1	1	NOLC1	
SYT13	1	SYT13	
HMGCLL1	1	HMGCLL1	
DEPDC1B	1	DEPDC1B	
EXD3	1	EXD3	
TMEM263	1	TMEM263	
TMEM115	1	TMEM115	
CLEC16A	1	CLEC16A	
PIM3	1	PIM3	
TERF2	1	TERF2	
EGLN3	1	EGLN3	
EFNA3	1	EFNA3	
MDGA1	1	MDGA1	
CCDC74B	1	CCDC74B	
SSU72	1	SSU72	
UQCRB	1	UQCRB	
CLHC1	1	CLHC1	
TOE1	1	TOE1	
NEBL	1	NEBL	
COL18A1	1	COL18A1	
RNF11	1	RNF11	
GNRH1	1	GNRH1	
PHF19	1	PHF19	
AK9	1	AK9	
NPIPB13	1	NPIPB13	
TUFT1	1	TUFT1	
CADM4	1	CADM4	
GBA2	1	GBA2	
GEMIN6	1	GEMIN6	
ALDH1A1	1	ALDH1A1	
C8orf33	1	C8orf33	
HAUS5	1	HAUS5	
POGLUT2	1	POGLUT2	
IDI1	1	IDI1	
RPL32	1	RPL32	
THAP12	1	THAP12	
SHMT2	1	SHMT2	
MCTP1	1	MCTP1	
PCDHGA1	1	PCDHGA1	
FBXO42	1	FBXO42	
MYO18A	1	MYO18A	
SYNDIG1	1	SYNDIG1	
TCHP	1	TCHP	
DOLPP1	1	DOLPP1	
RPS6KA5	1	RPS6KA5	
PIGC	1	PIGC	
ZFAND3	1	ZFAND3	
TWF1	1	TWF1	
BTG1	1	BTG1	
PYGO1	1	PYGO1	
KMT2C	1	KMT2C	
DNA2	1	DNA2	
WDR19	1	WDR19	
NECAB2	1	NECAB2	
SRPX	1	SRPX	
PLK4	1	PLK4	
GON7	1	GON7	
GPHN	1	GPHN	
SFI1	1	SFI1	
ZCCHC7	1	ZCCHC7	
EXOC3	1	EXOC3	
CPS1	1	CPS1	
FGFR1	1	FGFR1	
SHISA6	1	SHISA6	
FAM217A	1	FAM217A	
RASAL2	1	RASAL2	
CHIT1	1	CHIT1	
LAMC1	1	LAMC1	
LACTB2	1	LACTB2	
CYB561	1	CYB561	
ADGRA2	1	ADGRA2	
PJA1	1	PJA1	
SLC39A11	1	SLC39A11	
RTL1	1	RTL1	
ANKRD30A	1	ANKRD30A	
CDH7	1	CDH7	
TBC1D22A	1	TBC1D22A	
NT5DC1	1	NT5DC1	
SLC27A5	1	SLC27A5	
TSPYL4	1	TSPYL4	
FAT3	1	FAT3	
ERVK13-1	1	ERVK13-1	
ZNF133	1	ZNF133	
GPR12	1	GPR12	
CCDC88C	1	CCDC88C	
CLTCL1	1	CLTCL1	
TRIM16	1	TRIM16	
PLPPR1	1	PLPPR1	
HSF2BP	1	HSF2BP	
IFT22	1	IFT22	
HSPA5	1	HSPA5	
GNAI2	1	GNAI2	
CCDC7	1	CCDC7	
NCAM2	1	NCAM2	
CYP2U1	1	CYP2U1	
SRXN1	1	SRXN1	
CTSS	1	CTSS	
GPR87	1	GPR87	
PNPLA3	1	PNPLA3	
SPDYE2B	1	SPDYE2B	
CLEC11A	1	CLEC11A	
KLHDC3	1	KLHDC3	
GPX3	1	GPX3	
FASN	1	FASN	
RASL10B	1	RASL10B	
ZNF587B	1	ZNF587B	
STAG3	1	STAG3	
STK25	1	STK25	
POLD3	1	POLD3	
SSR3	1	SSR3	
SEC16A	1	SEC16A	
CHMP1A	1	CHMP1A	
KBTBD11	1	KBTBD11	
NOX5	1	NOX5	
ANLN	1	ANLN	
RAPGEF4	1	RAPGEF4	
PELI2	1	PELI2	
BYSL	1	BYSL	
SLC35G1	1	SLC35G1	
LINC02901	1	C6orf99	
GPR68	1	GPR68	
ACTR1B	1	ACTR1B	
NRIR	1	NRIR	
SORCS2	1	SORCS2	
ALDH1A3	1	ALDH1A3	
PRXL2B	1	PRXL2B	
CARMIL1	1	CARMIL1	
ENHO	1	ENHO	
SCOC	1	SCOC	
RNF216	1	RNF216	
PCAT1	1	PCAT1	
APH1A	1	APH1A	
LRRC10B	1	LRRC10B	
CLSTN1	1	CLSTN1	
NR1D1	1	NR1D1	
GAL3ST3	1	GAL3ST3	
SH3RF3	1	SH3RF3	
TMEM63C	1	TMEM63C	
SUOX	1	SUOX	
ARRB2	1	ARRB2	
CTR9	1	CTR9	
GNB1	1	GNB1	
TMEM205	1	TMEM205	
PRC1	1	PRC1	
CA13	1	CA13	
EDNRB	1	EDNRB	
RND2	1	RND2	
TMEM41A	1	TMEM41A	
FAM227B	1	FAM227B	
ZNF664	1	ZNF664	
RNF167	1	RNF167	
UBN2	1	UBN2	
SNCAIP	1	SNCAIP	
TCF7	1	TCF7	
AP4M1	1	AP4M1	
DPY19L2	1	DPY19L2	
SETBP1	1	SETBP1	
GRB14	1	GRB14	
ADAM32	1	ADAM32	
RIMBP2	1	RIMBP2	
NAV2	1	NAV2	
CFAP410	1	CFAP410	
CCDC78	1	CCDC78	
MCAM	1	MCAM	
TMEM232	1	TMEM232	
MKKS	1	MKKS	
MLLT1	1	MLLT1	
RDH12	1	RDH12	
SLC25A43	1	SLC25A43	
CBFA2T2	1	CBFA2T2	
GEMIN7	1	GEMIN7	
BRD3OS	1	BRD3OS	
PLA2G6	1	PLA2G6	
RPL5	1	RPL5	
ELP5	1	ELP5	
RPL7L1	1	RPL7L1	
NLGN1	1	NLGN1	
GPT	1	GPT	
PCYOX1L	1	PCYOX1L	
PTCH1	1	PTCH1	
CCAR2	1	CCAR2	
PHF10	1	PHF10	
C11orf87	1	C11orf87	
MRPL41	1	MRPL41	
PJA2	1	PJA2	
USP54	1	USP54	
CNKSR1	1	CNKSR1	
RPL9	1	RPL9	
ATXN7L1	1	ATXN7L1	
HSD17B6	1	HSD17B6	
TAMM41	1	TAMM41	
CLCN4	1	CLCN4	
CHCHD7	1	CHCHD7	
DGCR5	1	DGCR10	
KIF1A	1	KIF1A	
LRRC37A2	1	LRRC37A2	
MPDU1	1	MPDU1	
MROH1	1	MROH1	
MAPK7	1	MAPK7	
PLK2	1	PLK2	
SEPTIN5	1	SEPTIN5	
ARSG	1	ARSG	
SCUBE3	1	SCUBE3	
RTL8B	1	RTL8B	
CRYBG1	1	CRYBG1	
LYNX1	1	LYNX1	
KEAP1	1	KEAP1	
FRMPD4	1	FRMPD4	
ZBED1	1	ZBED1	
RPL18	1	RPL18	
SND1-IT1	1	SND1-IT1	
TAFA1	1	TAFA1	
ZNF680	1	ZNF680	
GTF2F1	1	GTF2F1	
SLC13A4	1	SLC13A4	
STX1A	1	STX1A	
CDK8	1	CDK8	
PCGF1	1	PCGF1	
GLCCI1	1	GLCCI1	
MARK1	1	MARK1	
ERCC8	1	ERCC8	
DNAI4	1	WDR78	
WSB2	1	WSB2	
HMGB3	1	HMGB3	
DUSP28	1	DUSP28	
MKX	1	MKX	
LEAP2	1	LEAP2	
ST6GALNAC5	1	ST6GALNAC5	
ZDHHC20	1	ZDHHC20	
ECE2	1	ECE2	
VAPB	1	VAPB	
CTSB	1	CTSB	
GUCY1B1	1	GUCY1B1	
EIF5A2	1	EIF5A2	
KCNA4	1	KCNA4	
ADGRF5	1	ADGRF5	
PROSER3	1	PROSER3	
ZNF675	1	ZNF675	
SGSM1	1	SGSM1	
RASSF5	1	RASSF5	
SPATA2L	1	SPATA2L	
OLFM1	1	OLFM1	
HEATR5A	1	HEATR5A	
RXRB	1	RXRB	
KLF9	1	KLF9	
NUDCD2	1	NUDCD2	
CCDC74A	1	CCDC74A	
PAF1	1	PAF1	
ZNF721	1	ZNF721	
ANK2	1	ANK2	
UBXN6	1	UBXN6	
SQLE	1	SQLE	
SCAMP5	1	SCAMP5	
ZNF550	1	ZNF550	
MBD1	1	MBD1	
AMMECR1	1	AMMECR1	
ALS2CL	1	ALS2CL	
UAP1	1	UAP1	
ARFGAP2	1	ARFGAP2	
MAOA	1	MAOA	
SNCB	1	SNCB	
C3orf49	1	C3orf49	
GPR6	1	GPR6	
CLPTM1L	1	CLPTM1L	
KLRG1	1	KLRG1	
VTI1A	1	VTI1A	
ITM2A	1	ITM2A	
TEX53	1	TEX53	
RNF26	1	RNF26	
ARMC10	1	ARMC10	
EIF1AX	1	EIF1AX	
RAB39B	1	RAB39B	
PRICKLE1	1	PRICKLE1	
SUN3	1	SUN3	
DDN	1	DDN	
HSD11B1	1	HSD11B1	
RPS28	1	RPS28	
TPST1	1	TPST1	
SERINC1	1	SERINC1	
PTMA	1	PTMA	
ANKRD36B	1	ANKRD36B	
UNC13B	1	UNC13B	
PTPRF	1	PTPRF	
GARRE1	1	KIAA0355	
VPS11	1	VPS11	
ANKRD20A4P	1	ANKRD20A4	
FLNB	1	FLNB	
MSL1	1	MSL1	
TPT1	1	TPT1	
MYT1L	1	MYT1L	
CTSD	1	CTSD	
CBX6	1	CBX6	
DCHS2	1	DCHS2	
DOCK11	1	DOCK11	
FAM43B	1	FAM43B	
STRN3	1	STRN3	
AUNIP	1	AUNIP	
RPL22	1	RPL22	
CNDP1	1	CNDP1	
AUH	1	AUH	
NEK3	1	NEK3	
ACYP2	1	ACYP2	
HPN	1	HPN	
GPKOW	1	GPKOW	
MAP9	1	MAP9	
BHLHE41	1	BHLHE41	
TSC22D3	1	TSC22D3	
SPATA21	1	SPATA21	
NXPH1	1	NXPH1	
ZNF853	1	ZNF853	
SAR1A	1	SAR1A	
SP110	1	SP110	
TVP23A	1	TVP23A	
FXYD6	1	FXYD6	
MBOAT7	1	MBOAT7	
SMIM27	1	SMIM27	
ATAD2B	1	ATAD2B	
DCTN5	1	DCTN5	
HPCAL1	1	HPCAL1	
MIDN	1	MIDN	
PNMA1	1	PNMA1	
FAM182B	1	FAM182B	
CRHR2	1	CRHR2	
PMPCA	1	PMPCA	
KATNB1	1	KATNB1	
SNHG22	1	SNHG22	
RANBP17	1	RANBP17	
HLA-DRB1	1	HLA-DRB1	
SHROOM3	1	SHROOM3	
NSMCE1-DT	1	NSMCE1-DT	
CSNKA2IP	1	CSNKA2IP	
SV2A	1	SV2A	
TNIP1	1	TNIP1	
TRIM68	1	TRIM68	
KCNQ1	1	KCNQ1	
RBMS1	1	RBMS1	
MIEF2	1	MIEF2	
SYCP2L	1	SYCP2L	
TRAF3	1	TRAF3	
SNHG21	1	SNHG21	
TMEM108	1	TMEM108	
DECR2	1	DECR2	
GLA	1	GLA	
ST8SIA6	1	ST8SIA6	
PGRMC2	1	PGRMC2	
RAD54L2	1	RAD54L2	
SCN9A	1	SCN9A	
AASDHPPT	1	AASDHPPT	
AHCY	1	AHCY	
GRM4	1	GRM4	
RAD21	1	RAD21	
MNAT1	1	MNAT1	
TMEM107	1	TMEM107	
SYNPO	1	SYNPO	
PGAP4	1	TMEM246	
PEX5L	1	PEX5L	
SCAND3	1	ZBED9	
CEBPB	1	CEBPB	
SOSTDC1	1	SOSTDC1	
ZFAND2B	1	ZFAND2B	
CEP70	1	CEP70	
PANX2	1	PANX2	
TPK1	1	TPK1	
RHOF	1	RHOF	
MESP1	1	MESP1	
RPL34	1	RPL34	
ZPR1	1	ZPR1	
TMTC2	1	TMTC2	
GULP1	1	GULP1	
FES	1	FES	
PECR	1	PECR	
H2AC25	1	HIST3H2A	
SOCS5	1	SOCS5	
FBXL20	1	FBXL20	
RNF217	1	RNF217	
SPAG6	1	SPAG6	
EIF2B3	1	EIF2B3	
ADGRL3	1	ADGRL3	
HHAT	1	HHAT	
SLC25A33	1	SLC25A33	
ERC1	1	ERC1	
IER3IP1	1	IER3IP1	
DRAM1	1	DRAM1	
ANKIB1	1	ANKIB1	
LRRC4	1	LRRC4	
NFKBIA	1	NFKBIA	
UBXN11	1	UBXN11	
PET117	1	PET117	
NCKIPSD	1	NCKIPSD	
RPS6KA4	1	RPS6KA4	
FHOD3	1	FHOD3	
TFDP2	1	TFDP2	
SPESP1	1	SPESP1	
CDCA8	1	CDCA8	
MCU	1	MCU	
RTL8C	1	RTL8C	
SUCLG2	1	SUCLG2	
DNAJC12	1	DNAJC12	
ASF1A	1	ASF1A	
PEG10	1	PEG10	
PTPMT1	1	PTPMT1	
FEN1	1	FEN1	
ENPEP	1	ENPEP	
ESRRG	1	ESRRG	
PPM1M	1	PPM1M	
SURF4	1	SURF4	
CD6	1	CD6	
HAS1	1	HAS1	
LY86	1	LY86	
PLEKHB2	1	PLEKHB2	
DDX3Y	1	DDX3Y	
COL25A1	1	COL25A1	
MOB3B	1	MOB3B	
RAP2A	1	RAP2A	
SLC10A3	1	SLC10A3	
MAGEH1	1	MAGEH1	
SLC10A1	1	SLC10A1	
ADGRA3	1	ADGRA3	
DKK2	1	DKK2	
CCNE1	1	CCNE1	
ERH	1	ERH	
DIO1	1	DIO1	
UPK3BL1	1	UPK3BL1	
CACNB3	1	CACNB3	
JAZF1	1	JAZF1	
CACNA1A	1	CACNA1A	
RAB3IP	1	RAB3IP	
PLEKHG3	1	PLEKHG3	
TMCC1	1	TMCC1	
XKR6	1	XKR6	
TEC	1	TEC	
TRMT61A	1	TRMT61A	
RPL36	1	RPL36	
CHD7	1	CHD7	
C5orf64	1	C5orf64	
GRPEL1	1	GRPEL1	
TRPT1	1	TRPT1	
SPRING1	1	C12orf49	
CENPJ	1	CENPJ	
CEBPA	1	CEBPA	
DDX4	1	DDX4	
SPATA1	1	SPATA1	
RBM34	1	RBM34	
FNDC10	1	FNDC10	
CREBL2	1	CREBL2	
APLF	1	APLF	
PGM2L1	1	PGM2L1	
CD2BP2	1	CD2BP2	
ACKR4	1	ACKR4	
SLC2A12	1	SLC2A12	
SLC66A2	1	SLC66A2	
RHOBTB2	1	RHOBTB2	
C1orf159	1	C1orf159	
CDKN2AIP	1	CDKN2AIP	
LPAR6	1	LPAR6	
PMM2	1	PMM2	
NUDT17	1	NUDT17	
FHDC1	1	FHDC1	
CAMK1G	1	CAMK1G	
OXTR	1	OXTR	
MID1IP1	1	MID1IP1	
PNPLA7	1	PNPLA7	
WDR27	1	WDR27	
RPS9	1	RPS9	
PLCB1	1	PLCB1	
EPX	1	EPX	
CYP1B1	1	CYP1B1	
KLHL26	1	KLHL26	
ATXN1	1	ATXN1	
TSEN15	1	TSEN15	
ARCN1	1	ARCN1	
TMBIM6	1	TMBIM6	
SLC22A8	1	SLC22A8	
ZNF641	1	ZNF641	
IGFBP7	1	IGFBP7	
PI4K2A	1	PI4K2A	
RARB	1	RARB	
MAP3K1	1	MAP3K1	
OCIAD2	1	OCIAD2	
ANKRD35	1	ANKRD35	
C8orf34	1	C8orf34	
TUBA1B	1	TUBA1B	
ACOT2	1	ACOT2	
PRIM2	1	PRIM2	
NCDN	1	NCDN	
CORO1A	1	CORO1A	
PAFAH2	1	PAFAH2	
ZNF575	1	ZNF575	
MYADML2	1	MYADML2	
AVEN	1	AVEN	
TFCP2	1	TFCP2	
ATP4A	1	ATP4A	
SCGB2B2	1	SCGB2B2	
MRPL38	1	MRPL38	
ITPRID1	1	ITPRID1	
CCDC113	1	CCDC113	
KLHL14	1	KLHL14	
VEGFD	1	VEGFD	
XYLT1	1	XYLT1	
PGAP2	1	PGAP2	
CBX5	1	CBX5	
FXYD1	1	FXYD1	
NLRP3	1	NLRP3	
LAPTM4B	1	LAPTM4B	
R3HDM2	1	R3HDM2	
GSTM4	1	GSTM4	
ARHGEF6	1	ARHGEF6	
CDRT4	1	CDRT4	
ARID3A	1	ARID3A	
MYL6B	1	MYL6B	
IMPG1	1	IMPG1	
ATP2A2	1	ATP2A2	
PADI2	1	PADI2	
MAN2A1	1	MAN2A1	
ZNF687	1	ZNF687	
CORT	1	CORT	
C3orf20	1	C3orf20	
NUDT16L1	1	NUDT16L1	
CD82	1	CD82	
NKAIN1	1	NKAIN1	
B3GALT2	1	B3GALT2	
WWTR1	1	WWTR1	
MSI2	1	MSI2	
CCDC134	1	CCDC134	
SLITRK2	1	SLITRK2	
GTF2IRD1	1	GTF2IRD1	
ARIH2OS	1	ARIH2OS	
TEX41	1	TEX41	
ACAN	1	ACAN	
TMEM144	1	TMEM144	
TMEM59L	1	TMEM59L	
IFIT3	1	IFIT3	
NHLRC1	1	NHLRC1	
EBP	1	EBP	
CPLX2	1	CPLX2	
STK38	1	STK38	
OGFRP1	1	OGFRP1	
C9orf85	1	C9orf85	
ACAD11	1	ACAD11	
LRRC66	1	LRRC66	
TMEM106B	1	TMEM106B	
PSMD12	1	PSMD12	
NR2F1	1	NR2F1	
RAPGEF2	1	RAPGEF2	
FAM200C	1	ZBED8	
ABCA10	1	ABCA10	
TWNK	1	TWNK	
NWD1	1	NWD1	
ANKRD10-IT1	1	ANKRD10-IT1	
KCNK7	1	KCNK7	
LRRC37A3	1	LRRC37A3	
TMEM237	1	TMEM237	
NSG2	1	NSG2	
SRRD	1	SRRD	
EPB41L5	1	EPB41L5	
CEP295	1	CEP295	
NEUROD1	1	NEUROD1	
DOCK3	1	DOCK3	
EYA1	1	EYA1	
KCNJ9	1	KCNJ9	
PRB2	1	PRB2	
MRM2	1	MRM2	
TMEM9	1	TMEM9	
IL16	1	IL16	
CNTNAP3B	1	CNTNAP3B	
GJA9	1	GJA9	
ETV1	1	ETV1	
SNAP25	1	SNAP25	
PLXNB1	1	PLXNB1	
RACK1	1	RACK1	
TP53INP2	1	TP53INP2	
MOXD1	1	MOXD1	
BMX	1	BMX	
R3HCC1L	1	R3HCC1L	
RAB1B	1	RAB1B	
PIEZO2	1	PIEZO2	
L3HYPDH	1	L3HYPDH	
ZBTB20	1	ZBTB20	
TMPRSS11D	1	TMPRSS11D	
SLC35F3	1	SLC35F3	
SLC25A13	1	SLC25A13	
LEKR1	1	LEKR1	
CCT6A	1	CCT6A	
BMPR1B	1	BMPR1B	
SFXN5	1	SFXN5	
PIBF1	1	PIBF1	
SLIT3	1	SLIT3	
NIFK	1	NIFK	
PIR	1	PIR	
MCRIP2	1	MCRIP2	
RTEL1	1	RTEL1	
MINDY4	1	MINDY4	
NDUFAF8	1	NDUFAF8	
SMDT1	1	SMDT1	
TTC6	1	TTC6	
MITF	1	MITF	
KCTD4	1	KCTD4	
NUP93	1	NUP93	
EPS8	1	EPS8	
BRI3	1	BRI3	
ATAD3C	1	ATAD3C	
MARS2	1	MARS2	
MFSD12	1	MFSD12	
MAD1L1	1	MAD1L1	
GLP2R	1	GLP2R	
MROH6	1	MROH6	
MRPL37	1	MRPL37	
MAGED2	1	MAGED2	
SAP30L	1	SAP30L	
FARS2	1	FARS2	
MRPL4	1	MRPL4	
CBLL1	1	CBLL1	
ZBTB24	1	ZBTB24	
ZFYVE28	1	ZFYVE28	
SOX2-OT	1	SOX2-OT	
CAMKV	1	CAMKV	
ZNF638	1	ZNF638	
MAD2L2	1	MAD2L2	
MAU2	1	MAU2	
SERINC3	1	SERINC3	
CEACAM19	1	CEACAM19	
CDKN2D	1	CDKN2D	
HAR1A	1	HAR1A	
PDE10A	1	PDE10A	
ANKRD18B	1	ANKRD18B	
CCDC71L	1	CCDC71L	
RPL23A	1	RPL23A	
TJP2	1	TJP2	
RPL24	1	RPL24	
CLVS1	1	CLVS1	
PARD6A	1	PARD6A	
RNF150	1	RNF150	
ZNF493	1	ZNF493	
COX10	1	COX10	
LTK	1	LTK	
BHLHE40	1	BHLHE40	
CATSPER2	1	CATSPER2	
H1-0	1	H1F0	
LIN7A	1	LIN7A	
PRR36	1	PRR36	
RGS6	1	RGS6	
FAM200A	1	FAM200A	
TTC21B	1	TTC21B	
HNRNPA1	1	HNRNPA1	
GREM2	1	GREM2	
RPL35A	1	RPL35A	
RBM15B	1	RBM15B	
GYG1	1	GYG1	
ARHGAP19	1	ARHGAP19	
HERPUD1	1	HERPUD1	
SIAH3	1	SIAH3	
SLC27A2	1	SLC27A2	
KCTD2	1	KCTD2	
MICAL2	1	MICAL2	
SLC35A5	1	SLC35A5	
SCAMP1	1	SCAMP1	
TOMM40L	1	TOMM40L	
SCLT1	1	SCLT1	
CYBC1	1	CYBC1	
SCO1	1	SCO1	
MGAT4C	1	MGAT4C	
ESRP1	1	ESRP1	
IFTAP	1	C11orf74	
PEF1	1	PEF1	
CMPK1	1	CMPK1	
RASGRP3	1	RASGRP3	
RELL1	1	RELL1	
PRUNE2	1	PRUNE2	
TBL3	1	TBL3	
DCC	1	DCC	
SIDT1	1	SIDT1	
RALGPS2	1	RALGPS2	
NRSN2	1	NRSN2	
CLGN	1	CLGN	
HIVEP3	1	HIVEP3	
RAB5B	1	RAB5B	
FBRSL1	1	FBRSL1	
TKFC	1	TKFC	
SLC7A9	1	SLC7A9	
FRMD5	1	FRMD5	
ACKR1	1	ACKR1	
BTG2	1	BTG2	
NUDT11	1	NUDT11	
RPL3	1	RPL3	
SPINT2	1	SPINT2	
PELO	1	PELO	
H2AX	1	H2AFX	
SPDYE3	1	SPDYE3	
NME5	1	NME5	
SYN3	1	SYN3	
ENPP1	1	ENPP1	
MS4A13	1	MS4A13	
LPAR2	1	LPAR2	
TRIP4	1	TRIP4	
RPL31	1	RPL31	
DPM2	1	DPM2	
CYS1	1	CYS1	
HDAC10	1	HDAC10	
MYO19	1	MYO19	
SYVN1	1	SYVN1	
CPPED1	1	CPPED1	
RAB11FIP3	1	RAB11FIP3	
SHPRH	1	SHPRH	
LCP2	1	LCP2	
KCNIP1	1	KCNIP1	
CDH11	1	CDH11	
KCNK3	1	KCNK3	
HCG20	1	HCG20	
XBP1	1	XBP1	
CCDC180	1	CCDC180	
DDIT3	1	DDIT3	
HMBOX1	1	HMBOX1	
AP5S1	1	AP5S1	
CPNE9	1	CPNE9	
PIK3CA	1	PIK3CA	
DHCR24	1	DHCR24	
MED11	1	MED11	
MIOS	1	MIOS	
RANGRF	1	RANGRF	
SLC38A7	1	SLC38A7	
NPL	1	NPL	
PTPRN	1	PTPRN	
GYPE	1	GYPE	
ADGRG2	1	ADGRG2	
ST7L	1	ST7L	
DNAH14	1	DNAH14	
DEPDC5	1	DEPDC5	
NUBP1	1	NUBP1	
TAF9B	1	TAF9B	
MYRF	1	MYRF	
KXD1	1	KXD1	
MUC6	1	MUC6	
BRD2	1	BRD2	
PPP2R2B	1	PPP2R2B	
AMD1	1	AMD1	
FUT8	1	FUT8	
CAMK2N1	1	CAMK2N1	
ARL8B	1	ARL8B	
HLA-F	1	HLA-F	
RAB28	1	RAB28	
PTPRM	1	PTPRM	
INSYN2B	1	INSYN2B	
ISCA1	1	ISCA1	
TMEM182	1	TMEM182	
GBE1	1	GBE1	
RORA	1	RORA	
SSTR1	1	SSTR1	
AOC2	1	AOC2	
B3GALT5	1	B3GALT5	
TLL2	1	TLL2	
OTOA	1	OTOA	
DHTKD1	1	DHTKD1	
PTPRD	1	PTPRD	
DCLK3	1	DCLK3	
HAPLN4	1	HAPLN4	
RPN1	1	RPN1	
ACSS2	1	ACSS2	
B4GALNT3	1	B4GALNT3	
PRDX4	1	PRDX4	
STK16	1	STK16	
SLC22A23	1	SLC22A23	
SP140L	1	SP140L	
SEMA7A	1	SEMA7A	
MRTFA	1	MRTFA	
CFAP57	1	CFAP57	
C1orf198	1	C1orf198	
IFIT5	1	IFIT5	
TET3	1	TET3	
EIF4G3	1	EIF4G3	
ZNF345	1	ZNF345	
ATG7	1	ATG7	
GALK1	1	GALK1	
CBX7	1	CBX7	
PCDH20	1	PCDH20	
PLD2	1	PLD2	
NDN	1	NDN	
DRGX	1	DRGX	
AR	1	AR	
ZNF780B	1	ZNF780B	
TNR	1	TNR	
CFAP300	1	CFAP300	
EMG1	1	EMG1	
NCSTN	1	NCSTN	
IFIT1	1	IFIT1	
FAM110C	1	FAM110C	
NBPF14	1	NBPF14	
NETO1	1	NETO1	
SEZ6	1	SEZ6	
RPL30	1	RPL30	
BABAM1	1	BABAM1	
FADD	1	FADD	
RAB36	1	RAB36	
BMPER	1	BMPER	
CELA2B	1	CELA2B	
ANTXR2	1	ANTXR2	
PNMA6A	1	PNMA6A	
ANKRD26	1	ANKRD26	
PCLO	1	PCLO	
ZNF439	1	ZNF439	
LRP4	1	LRP4	
LRRFIP1	1	LRRFIP1	
WASF2	1	WASF2	
ZSCAN23	1	ZSCAN23	
HEBP2	1	HEBP2	
SLC44A3	1	SLC44A3	
TMEM101	1	TMEM101	
FXR2	1	FXR2	
SRP19	1	SRP19	
WWC2	1	WWC2	
PHKA1	1	PHKA1	
HDAC9	1	HDAC9	
FBXO48	1	FBXO48	
KNTC1	1	KNTC1	
CHI3L1	1	CHI3L1	
HTRA2	1	HTRA2	
P4HA3	1	P4HA3	
SNED1	1	SNED1	
TRAPPC4	1	TRAPPC4	
BMT2	1	BMT2	
CHRNB1	1	CHRNB1	
CLXN	1	EFCAB1	
ARPC4	1	ARPC4	
TH2LCRR	1	TH2LCRR	
